Дата,Температура
2023/05/30,+28
2023/05/31,+29
2023/06/1,+25
2023/06/2,+26
2023/06/3,+26
2023/06/4,+24
2023/06/5,+21
2023/06/6,+20
2023/06/7,+21
2023/06/8,+24
2023/06/9,+24
2023/06/10,+18
2023/06/11,+16
2023/06/12,+13
2023/06/13,+21
2023/06/14,+23
2023/06/15,+24
2023/06/16,+21
2023/06/17,+28
2023/06/18,+20
2023/06/19,+15
2023/06/20,+17
2023/06/21,+16
2023/06/22,+16
2023/06/23,+17
2023/06/24,+20
2023/06/25,+20
2023/06/26,+22
2023/06/27,+24
2023/06/28,+23
2023/06/29,+28
2023/06/30,+31
2023/07/1,+21
2023/07/2,+23
2023/07/3,+28
2023/07/4,+29
2023/07/5,+31
2023/07/6,+30
2023/07/7,+31
2023/07/8,+32
2023/07/9,+33
2023/07/10,+35
2023/07/11,+29
2023/07/12,+19
2023/07/13,+17
2023/07/14,+21
2023/07/15,+24
2023/07/16,+16
2023/07/17,+17
2023/07/18,+20
2023/07/19,+20
2023/07/20,+23
2023/07/21,+25
2023/07/22,+24
2023/07/23,+24
2023/07/24,+25
2023/07/25,+27
2023/07/26,+30
2023/07/27,+32
2023/07/28,+35
2023/07/29,+34
2023/07/30,+26
2023/07/31,+22
2023/08/1,+28
2023/08/2,+29
2023/08/3,+25
2023/08/4,+30
2023/08/5,+33
2023/08/6,+30
2023/08/7,+29
2023/08/8,+30
2023/08/9,+29
2023/08/10,+32
2023/08/11,+31
2023/08/12,+29
2023/08/13,+30
2023/08/14,+27
2023/08/15,+28
2023/08/16,+22
2023/08/17,+30
2023/08/18,+33
2023/08/19,+31
2023/08/20,+27
2023/08/21,+25
2023/08/22,+16
2023/08/23,+21
2023/08/24,+15
2023/08/25,+18
2023/08/26,+16
2023/08/27,+17
2023/08/28,+13
2023/08/29,+20
2023/08/30,+20
2023/08/31,+21
2023/09/1,+24
2023/09/2,+23
2023/09/3,+24
2023/09/4,+24
2023/09/5,+22
2023/09/6,+25
2023/09/7,+16
2023/09/8,+15
2023/09/9,+10
2023/09/10,+20
2023/09/11,+11
2023/09/12,+16
2023/09/13,+20
2023/09/14,+22
2023/09/15,+21
2023/09/16,+22
2023/09/17,+23
2023/09/18,+22
2023/09/19,+19
2023/09/20,+19
2023/09/21,+24
2023/09/22,+25
2023/09/23,+26
2023/09/24,+26
2023/09/25,+25
2023/09/26,+21
2023/09/27,+19
2023/09/28,+18
2023/09/29,+20
2023/09/30,+17
2023/10/1,+20
2023/10/2,+21
2023/10/3,+19
2023/10/4,+16
2023/10/5,+15
2023/10/6,+15
2023/10/7,+11
2023/10/8,+11
2023/10/9,+7
2023/10/10,+6
2023/10/11,+6
2023/10/12,+9
2023/10/13,+7
2023/10/14,+13
2023/10/15,+17
2023/10/16,+17
2023/10/17,+8
2023/10/18,+7
2023/10/19,+9
2023/10/20,+8
2023/10/21,+3
2023/10/22,+5
2023/10/23,+5
2023/10/24,+11
2023/10/25,-1
2023/10/26,+1
2023/10/27,-1
2023/10/28,+2
2023/10/29,+6
2023/10/30,+2
2023/10/31,+11
2023/11/1,+12
2023/11/2,+13
2023/11/3,+6
2023/11/4,+5
2023/11/5,+6
2023/11/6,+8
2023/11/7,+8
2023/11/8,+9
2023/11/15,+5
2023/11/16,+4
2023/11/17,+2
2023/11/18,-5
2023/11/19,-5
2023/11/20,-3
2023/11/21,+1
2023/11/22,-6
2023/11/23,-10
2023/11/24,-6
2023/11/25,+2
2023/11/26,+2
2023/11/27,+2
2023/11/28,+1
2023/11/29,-1
2023/11/30,-4
2023/12/1,-1
2023/12/2,-1
2023/12/3,-6
2023/12/4,0
2023/12/5,-7
2023/12/6,-9
2023/12/7,-10
